ID_genome_file,eAUC12C,eAUC15C,eAUC18C,eAUC22C,eAUC25C
ST90ORE_a12_3B_3,47.8498568797639,436.178613667751,490.005764629157,367.01340833495,188.14775850438
ST90ORE_a12_3B_4,133.43206405184,364.817108652569,480.784487011547,233.560714469667,NA
ST90ORE_a12_3B_6,33.2711735901339,298.375865836271,387.374545302004,405.217589545234,301.532627272496
ST90ORE_a12_3B_7,26.5829740024305,180.662141271274,238.950769371896,333.204786628677,220.719752470023
ST90ORE_a12_3B_8,179.279762279271,341.381929679002,450.295658602396,399.029807299021,398.054866753279
ST90ORE_a12_3B_9,58.1672296824077,516.42543949829,657.084661209978,403.530300713021,248.12499099531
ST90ORE_a12_4A_1,82.2682131078831,331.23511085644,340.29931244511,293.218406081152,165.101226407586
ST90ORE_a12_4A_10,53.0766562242389,314.397543903576,368.52905636152,342.067313472721,290.884093942268
ST90ORE_a12_4A_11,43.6166299467087,186.725784405081,235.577407103378,169.559291094492,98.0804852150179
ST90ORE_a12_4A_2,81.5489989283467,185.002727317369,349.937727601393,268.280980568606,141.674314096768
ST90ORE_a12_4A_4,14.6505343255368,204.764444804493,469.627841414462,446.38548087788,454.299241504341
ST90ORE_a12_4A_5,63.101250475566,445.032661404384,712.957845771514,496.634051319476,415.077331509666
ST90ORE_a12_4A_7,24.8341393501085,105.989470807421,158.08428445281,102.695819877065,111.741428062323
ST90ORE_a15_2A_11,157.016905474575,149.067379988912,273.454324627379,232.995909996607,129.617836352315
ST90ORE_a15_2A_13,19.08253245823,178.545783759344,298.237985573491,308.246652933908,160.084856263527
ST90ORE_a15_2A_20,4.71593698486309,121.50614489664,309.489175146461,235.539664347227,96.4066855283819
ST90ORE_a15_2A_8,29.0840052468036,135.479838992122,176.807113333411,188.992284593615,153.052093040663
ST90ORE_a15_3B_1,6.50781345572114,111.536802216815,186.202870456303,126.887103006475,102.129044839456
ST90ORE_a15_3B_19,70.7006748849811,413.708295289058,449.765076927529,391.720756932587,262.749918907423
ST90ORE_a15_3B_4,85.8271075727812,237.118649600412,348.534925072866,364.156437088756,193.660794464836
ST90ORE_a15_3B_5,50.1270600047382,100.352817791388,205.864116025538,369.581374322042,248.924456740748
ST90ORE_a15_3B_6,56.9246080024189,458.789919451358,630.111918094065,715.525108380857,681.261823640682
ST90ORE_a15_3B_9,71.5599663575285,511.888245285708,661.73919742811,459.211248494282,294.53746539926
ST90ORE_a15_4A_10,10.7322287263189,126.6697114382,161.769981803125,99.1929647072592,93.9285286929937
ST90ORE_a15_4A_11,162.501332246875,238.665754740512,377.162104430178,176.361765818474,96.2247231935331
ST90ORE_a15_4A_13,22.9717895298403,276.142643236293,317.879202704483,348.572078812634,362.336761149261
ST90ORE_a15_4A_15,49.0359119487775,210.582676199361,231.594318923296,352.163636880312,293.828360579192
ST90ORE_a15_4A_17,157.945200064111,68.3614137687549,153.527130588321,144.269240119826,116.931095464732
ST90ORE_a15_4A_19,21.9866636998805,177.687958761172,251.126098370617,194.301515123825,132.755182388977
ST90ORE_a15_4A_2,35.3164349115285,98.6180110394097,121.356000444235,107.572950431458,98.6420616297163
ST90ORE_a15_4A_3,46.5598218806839,401.190442620194,576.653208928158,511.668359233044,404.158310902474
ST90ORE_a15_4A_4,63.8504126556923,238.966695383898,278.274878677098,202.956400014539,157.898820737362
ST90ORE_a15_4A_7,68.1379571708807,138.497730475924,305.058962376419,283.596813371044,139.069373526422
ST15ORE_Mad_A5,15.8820489437357,426.86552279023,535.118950258438,422.784086728133,360.519491466434
ST15ORE_Mad_A7,37.1927786889068,213.138137772551,526.046431814076,454.454021243787,301.970255945734
ST15ORE_Mad_B4,26.183744065336,51.7042355294249,126.819185633247,82.8338678823687,40.5768855826122
ST15ORE_Mad_C5,57.7145672577862,219.700774431896,280.465749763737,214.576074089879,188.59942463844
ST15ORE_Mad_D2,109.809149179206,211.804798338163,289.486793109887,190.462668380426,114.148745937837
ST15ORE_Mad_D3,8.49587634350142,22.5105609845155,41.5429320013691,40.5504919757375,20.4835042719296
ST15ORE_Mad_D4,65.62085516464,326.925908292221,400.132027871072,288.744509867051,169.217723715577
ST15ORE_Mad_D6,26.1611022099923,169.803188960852,179.654402976197,130.039902862955,97.9116243042226
ST15ORE_Mad_E1,63.1879561438143,225.806280519129,532.789914015239,461.044665641589,187.590459240115
ST15ORE_Mad_E5,29.7507890119082,367.984185642111,507.713531682099,361.696190159099,98.0529003041876
ST15ORE_Mad_F6,42.3638562105346,211.363278240312,239.595418774951,238.244233009087,137.891936944147
ST15ORE_Mad_G2,14.506043010487,100.508598058223,243.102496422781,285.197103395352,216.481292103827
ST15ORE_Mad_G4,8.45510994299887,150.184608257955,164.451933841417,154.334636709453,80.3999729917435
ST15ORE_Mad_G5,46.039524226501,115.241534994574,239.38105818921,246.553020779158,239.694839241933
ST15ORE_Mad_H2,63.8327938517033,235.691915556241,382.848334732266,825.195092124204,631.160484592787
ST15ORE_Ste_A10,43.6943816398161,528.544377669652,578.111691270676,480.618875427575,299.083731225159
ST15ORE_Ste_A11,59.9553962095199,311.931385094755,306.508974748449,185.402398541238,174.102921334457
ST15ORE_Ste_A17,46.6881085465677,319.714623649655,387.134833468844,311.192958722251,197.555232457465
ST15ORE_Ste_A20,135.764703165889,210.836697583914,331.145454748017,231.072822816772,177.707820358516
ST15ORE_Ste_A22,31.4695222364724,112.435373958713,182.90185046978,165.10671983178,111.331201582151
ST15ORE_Ste_A25,39.2116016980322,167.548295460042,253.015845464396,241.076271835943,155.286490947347
ST15ORE_Ste_A4,18.2511199030685,130.251632022523,341.723999966579,570.938278276896,545.978473451168
ST15ORE_Ste_A8,24.4282006114735,79.5021988070993,146.160403107717,107.88214982889,64.7259095913351
ST15ORE_Ste_A9,84.6131761916825,87.6942029759109,113.501892374795,70.3769872948251,46.4777466637799
ST15ORE_Ste_B1,17.4429369710675,251.988825899451,297.816634921631,291.226432399535,154.42699338653
ST15ORE_Ste_B11,57.1294353846274,48.8661912654883,213.837055232574,443.844900352625,137.766122850986
ST15ORE_Ste_B2,37.9359112825505,121.10481910377,130.359082949086,90.1076283597651,28.4621524586304
ST15ORE_Ste_B3,83.7346944656876,208.506626668286,263.093986634276,208.572961938625,119.697528049793
ST15ORE_Ste_B8,21.2900950141868,124.522412040715,214.643727409089,226.7607723375,119.446230512849
ST99CH_SW5,9.94066349876714,51.85729706734,79.6301752999254,81.2076864440439,63.2102988757231
ST99CH_SW39,346.686623100512,264.646725254853,529.259198418983,489.781419724557,375.632375387893
ST99CH_3A10,15.5017952691532,88.8594231476964,173.09612574967,197.538084930027,173.199433480126
ST99CH_3A4,20.8241544701873,90.9722411484153,229.824229681398,112.06994052516,36.7799011094699
ST99CH_3A5,29.1754951317332,106.038781177945,230.634356758796,278.65581482013,200.247505270615
ST99CH_3A6,21.5341813553868,92.9719312863498,180.722183774334,272.248953122549,233.888404897768
ST99CH_3A8,30.7960627741846,253.033431094421,509.445406721176,553.780886162165,555.502463295599
ST99CH_3A9,63.9633782932514,350.211226709304,876.271106649392,732.591408556582,380.106582132728
ST99CH_3B2,25.3862980028712,116.713159011975,192.298662468177,195.930308129186,125.152945684735
ST99CH_3B4,3.84450592770295,206.30626817693,379.198498061761,437.567436746078,376.811436125554
ST99CH_3B8,29.7727707254415,183.653429647797,312.271302564874,227.589189100454,314.809083673362
ST99CH_3C4,16.3159174253683,116.104852382964,210.201971059381,200.235139257436,58.588557648514
ST99CH_3C7,39.2524758600323,57.6430974789152,101.415865102749,118.935587937816,124.413340797837
Switzerland_1999_ST99CH_3C9,9.22545810213571,22.3587621025355,20.1924047340509,NA,NA
ST99CH_3D1,42.3610836466012,70.9171930437582,69.2815116935874,65.2082792939057,59.046813645458
ST99CH_3D3,238.415588783883,254.746278162338,428.232096062243,446.690058737703,387.605865335589
ST99CH_3D5,38.1942184387279,146.105347758802,280.672950838593,244.21122507688,204.256425276697
ST99CH_3D7,13.0779333487929,61.3105399320685,77.1128586575616,93.7801918375506,80.0183536038234
ST99CH_3D8,221.162553119076,79.607296184299,156.731863290311,226.219919325334,242.548306460485
ST99CH_3F1,15.9024035248352,326.007823137437,419.954054398268,398.755953761766,296.860875849478
ST99CH_3F2,17.6878153922361,162.509260951911,236.602894541116,224.360593339589,168.391996943121
ST99CH_3F3,86.0192275446128,319.972979686264,652.003725687381,594.895805484822,426.419678815392
ST99CH_3F4,45.8068844276626,363.594103856268,501.66724634194,441.808461393345,247.269897001523
ST99CH_3F5,51.7243638360922,668.881898241494,907.360849167944,831.846017878458,632.12359188096
ST99CH_3G3,34.247590668508,699.927162391802,NA,837.55145811187,370.076740341198
ST99CH_3G6,92.6754667899419,210.538452042941,706.098937721303,923.972460964949,593.913285946086
ST99CH_3H1,60.4242367326133,225.198798751633,281.850273541615,373.959746941616,230.74723043624
ST99CH_3H3,55.6926292785905,158.751022879154,324.688756310374,317.506391044476,232.123205265454
ST99CH_3H4,10.8535004070544,121.230309326269,302.721788471379,164.461555533549,112.868089263109
D97_c1_119_7B1_L23,69.7529752593399,104.22017691058,221.911355264557,224.123994198189,189.711701079292
c1_137_7B2,65.0332045023873,315.868962431008,488.54829475171,508.87812786947,446.485487159872
D137_c1_14_7A2_L2,29.2196067524474,264.607497724674,456.919179870379,403.374325238572,323.189233282918
D169_c1_25_12B1_L2,48.6704088201591,129.157639508062,185.510450452808,184.740546343624,161.603456693955
B2_295_c1_59_6A2,32.9830867489598,203.535476756085,297.455156322261,244.877316316557,203.684734463259
D282_c1_724_13A1_L12,21.2982001983558,28.171580224055,45.5722481813071,57.780927793488,43.9396687595299
D315_c3_135_4A2_L2,69.6729590322497,308.086973038466,715.068483446608,890.500360668674,801.962538173624
c3_14_14A2,26.8712036632172,282.804075415698,445.933896929108,568.855641877369,444.316356837158
D335_c3_158_5A1_L23,16.6538889272543,192.319760443899,536.69348704134,389.383199937722,168.771881594077
D359_c3_25_11B2_L12,16.0310179413192,273.736868565438,450.718706223399,395.778098318342,383.049212803361
B2_435_c3_541_15A1,52.896351022538,252.422603071861,466.629143809936,218.781010144584,181.226300976003
Syria_1992_SYK4,179.255642386113,577.484077620086,878.563127845752,701.797417370454,750.195299538506
Syria_1992_SYK2,55.4395708206774,124.087361056348,157.925853205021,365.373820136526,204.941452411914
Texas_1994_ST94TX_PA2a_1,17.8877641816746,257.629296525021,322.909062708363,527.948610902657,341.321539731889
Texas_1994_ST94TXPA3a_1,36.263918597026,246.329058841936,225.164820309959,193.648819025414,174.535141946689
Texas_1994_ST94TXPB1a_1,18.9073562998653,180.761738980972,413.458608509684,288.115879793095,203.363789881433
Texas_1994_ST94TX_PB2a_1,27.6979407320251,282.703326252274,347.830257104706,322.657844063129,202.649336513979
Texas_1994_ST94TX_PB3a_1,341.576776286101,383.787385317588,451.302630693286,487.660088803686,306.719761432625
Texas_1994_ST94TX_PC3a_1,14.6730116504216,197.011719085403,314.008335336223,337.547169776801,264.638039839837
Texas_1994_ST94TXPD2a_1,41.6699293930434,158.019915968711,144.071740727649,141.969747912421,144.845957072301
Texas_1994_ST94TX_PD4a_1,17.4984499368254,82.6221915029152,125.822976525852,129.447564951019,127.523550744637
Texas_1994_ST94TXPE4a_1,18.6767874214903,155.246425988393,179.031593066341,170.235840107969,163.144224833401
Texas_1994_ST94TXPH6a_1,208.721324021444,112.87374836764,306.489820293871,400.115385298445,188.343060902613
Tunisia_2008_ST08TN_33_1_6,25.5106060840781,63.4945484902469,80.9482521099539,96.4989991464972,97.478104006189
Tunisia_2008_ST08TN_33_4_3,45.5961097770666,177.764008178916,422.396995231963,365.395723881229,128.155325842986
Tunisia_2008_ST08TN_33_4_9,298.750864110138,328.867463769068,407.333634375895,365.104579519891,251.446956120331
Tunisia_2008_ST08TN_33_5_8,3.43517044572069,277.637746891544,601.49132122994,674.847479930943,424.65545331483
Tunisia_2008_ST08TN_33_6_6,25.4989361061986,306.320489040244,413.663814260616,306.299578101941,180.836229643055
Tunisia_2008_ST08TN_33_6_9,42.095608620304,40.3310044529401,107.505689687717,147.274164165686,85.8787873257249
Tunisia_2008_ST08TN_33_7_4,14.5212763410566,74.3777224067462,145.607340547248,155.603008561756,133.644428953415
Tunisia_2008_ST08TN_33_8_4,48.738091953201,70.1913866323663,118.014172276092,140.763173007862,98.0403762231297
Tunisia_2008_ST08TN_33_8_7,6.76843821585624,63.769266428181,179.420299568068,219.096919266693,279.100382904646
Tunisia_2008_ST08TN_33_8_9,260.213191777614,808.800460290447,NA,751.958257044054,366.191724497694
Tunisia_2008_ST08TN_33_9_6,9.21546845294868,201.594015647682,304.211623050635,269.27649250724,178.532931834059
Turkey_1992_TKV1,34.545985445131,153.73314871643,220.375822604283,175.551437577093,180.285197922348
Turkey_1992_TKV2a,31.419779710716,102.602501523222,147.546934538195,131.525295987175,104.861206939905
Turkey_1992_TKV2b,107.276885627454,209.597451841789,242.974769605211,180.075958710478,177.761982811961
Ukraine_1995_ST95UR_E1a_1,64.9786680665888,379.701822746175,477.520378938954,425.968406433978,328.064985889524
Ukraine_1995_ST95UR_F1a_1,6.60803369823916,116.011172581947,215.664118084879,205.032510500129,120.962424783202
Ukraine_1995_ST95UR_F1c_2,12.6635693460401,22.8058737495183,37.4079318212512,41.535272314792,31.304345592114
Ukraine_1995_ST95UR_F2a_1,41.6514803337818,238.508357345485,346.239621172752,527.390839011242,368.090795580374
United_Kingdom_1993_ST93UKJA19,167.699547646164,276.520577993163,454.797550079256,706.788185943962,543.673240396646
United_Kingdom_1993_ST93UKJB53,11.7725004891386,58.7061345330957,57.643181836752,53.2533005134787,59.2381592257815
United_Kingdom_1993_ST93UKJB95,6.89480610341344,52.6647098047629,151.842479170627,83.217964109983,77.2635748473383
United_Kingdom_1993_ST93UKJG27,19.174351802866,251.478708657065,457.930275713548,369.496034669118,305.405856250188
United_Kingdom_1993_ST93UKJG31,122.507655486475,347.761375585784,513.356919154135,490.034162542636,336.343000731464
United_Kingdom_1993_ST93UKJG47,22.6673590401654,136.280181545282,274.671442148243,197.17592282888,167.90432777309
United_Kingdom_1993_ST93UKJH63,75.992996999795,96.3994609332458,172.704208544172,259.976038009565,136.573926226895
United_Kingdom_1993_ST93UKJH70,268.558606231097,634.730054788845,NA,NA,NA
United_Kingdom_1993_ST93UKJH78,23.8862640196181,120.805061443764,287.002352993644,362.294744947053,261.938752942685
United_Kingdom_1993_ST93UKJH87,34.0199699008591,560.542243463186,785.259203447105,739.415533749419,554.070430880874
United_Kingdom_1993_ST93UKSA7,30.1321303055712,151.283836579218,209.769922846334,161.248147195585,137.834548685901
United_Kingdom_1993_ST93UKSB81,19.8353068885496,139.793941474864,164.055365523148,207.346006873097,147.271628917217
United_Kingdom_1993_ST93UKSB86,62.8812187586318,354.362547551878,385.548374977671,321.181766975767,265.559044186436
United_Kingdom_1993_ST93UKSC20,14.0380584692487,91.030580989474,166.39318266992,180.713396137751,140.207001229277
Uruguay_1993_STUR93_EC1c_1,126.254807039495,394.019062677488,665.21685123926,422.188197933973,242.405089444118
Uruguay_1993_STUR93_EC2b_1,25.2021272775464,58.5554745119747,100.548111782778,140.714310467537,166.857936868023
Uruguay_1993_STUR93_ED3b_1,110.567340779088,206.771449948865,292.62478339806,304.853235253583,338.217230531334
Uruguay_1993_STUR93_EE1d_1,23.0731057676355,191.718758715946,367.908779533197,416.155176444848,334.21880225824
Uruguay_1993_STUR93_EE2a_1,79.9334071705702,35.5458241269424,55.3686685594886,52.6156403283793,125.800220593168
Uruguay_1993_STUR93_EE3a_1,48.2313685526322,232.105456745716,252.184962997337,254.7707251437,172.370841122094
ST93URU_EE4a_1,207.539498746366,52.082307751136,60.4939677976875,96.0697506319625,111.340892508203
Uruguay_1993_STUR93_EG4a_3,34.1987984249767,102.450449595825,115.458222587653,167.853914070343,183.273507717799
Uruguay_1993_STUR93_EG4c_1,30.9277598073802,115.678546324849,139.655375355362,158.07935702516,159.781354017827
Uruguay_1993_STUR93_LA4a_1,5.29192134101594,153.683587883632,390.123554024846,470.618933672383,464.887113881742
Uruguay_1993_STUR93_LC1b_1,300.557568827709,172.759053578257,356.437965232028,328.457777562688,198.347152475974
Uruguay_1993_STUR93_LF2b_1,21.4883794762648,233.841047897977,385.507171869608,317.425059762572,247.701782719066
Uruguay_1993_STUR93_LH4a_1,114.141372033024,200.280922360439,342.628731218003,331.620395213119,189.955111986227
Yemen_1992_YEQ2,291.806473948835,359.357469835005,408.704114654799,512.635178148199,464.730918826028
Yemen_1992_YEQ4,40.5767600388639,238.130343874231,363.652668177507,298.214459848644,185.812697394376
ST00ARG_BD1D1a,NA,245.456760966405,321.448356184379,266.573022081339,175.126822256728
Argentina_2000_BOO26_C1a1,NA,405.003730995829,487.10350772491,260.674792204734,200.282691776843
Argentina_2000_BOO9_F15a2,NA,905.560505637024,740.214573186724,NA,749.135537817656
Australia_1979to1991_WAC8440_53t,NA,330.476121522023,336.994099466252,295.438794629834,311.156774685617
Australia_1979to1991_WAC8447_60t,NA,172.51494064225,143.390201507269,162.228573792266,146.380561606884
ST01AUS_1A9,NA,689.405732892038,526.009887537013,505.442330214329,404.926714340963
ST01AUS_1F8,NA,342.296295549898,NA,NA,457.259294928845
ST01AUS_1H8,NA,169.881879054214,176.961372653024,220.866704153662,163.359578218962
Canada_1992_CNRB2b_4,NA,720.72007732337,358.627549156122,797.967294949958,647.22716303248
Chile_1995_STCH95_1F3a,NA,678.551383349826,613.060640334371,464.317046072504,414.10350261911
Czech_Republic_2010_ST10CRI_316,NA,573.945442354735,226.926189568823,223.766147480926,184.947108694541
Czech_Republic_2010_ST10CRI_618,NA,582.898771514746,509.954598472544,504.347724216605,410.984367604246
Denmark_1994_STDN94Je2,NA,909.38164394515,326.9838304623,473.09416610068,355.879908174135
Ethiopia_1992_ETD1,NA,135.13305743301,228.82523259441,141.376642602752,118.814934348803
Germany_1992_GEA1a_1,NA,146.283813005689,161.975851909686,158.387963105027,151.87194004909
Germany_1992_GEC_1a_1,NA,260.132928468389,327.692499136057,289.171624931736,253.365116163203
Germany_1992_GEF2a_2,NA,606.789289297441,500.219227541538,368.288612772613,274.588825596449
Iran_2001_STIR01A32a,NA,324.879936828045,372.932560764711,277.406043340103,249.970093581204
Iran_2001_STIR01A78b,NA,755.057262003491,758.336782884101,425.163426257882,242.01011070832
Iran_2001_STIR01B78a,NA,261.502644990188,109.904244068837,183.597844281334,229.68205688816
Iran_2001_STIR01B_82a,NA,281.784333993262,413.706748090296,312.742975850896,342.444656438943
Israel_1992_ISYB1b,NA,281.852857187144,102.383549627853,63.8120182431356,77.3313534715593
Israel_1992_ISYH1a,NA,864.316162485857,553.905749968034,587.680010138043,507.883924545833
ST92ISR_Ar_12d,NA,500.886126888063,151.424903035965,177.725421377696,147.27603138638
ST92ISR_Ar_19e,NA,117.482483808391,116.801132025475,105.234023404572,111.22573282898
ST92ISR_Ar_1b,NA,136.25888060021,145.72672155832,143.469096765314,96.2140509802011
Israel_1992_ISZA1c,NA,387.260050833215,356.4151832574,294.747002617905,241.373135600658
Missouri_1994_ST94MO15a_1,NA,130.332890257735,89.6847249792021,149.029811559475,93.7494969092816
Missouri_1994_ST94MO2a_1,NA,248.137932212293,109.05590033401,105.765467464352,109.303225537859
ST90ORE_a12_3B_5,NA,496.756856488493,468.681823882573,325.694075875389,241.532768024834
ST90ORE_a12_4A_6,NA,307.28847179683,238.504153650332,254.647420790922,174.807508996437
ST90ORE_a15_2A_16,NA,385.465816385898,396.933219362018,264.162087246115,165.381721822873
ST90ORE_a15_2A_6,NA,205.015984442505,334.131187901635,253.698416980352,193.712886406924
ST15ORE_Ste_B6,NA,333.236842801713,325.812758095996,252.390049627071,128.981831392452
ST99CH_3A2,NA,342.028713664968,718.434773128179,698.181503544871,333.937800108549
ST99CH_3G2,NA,438.599585277336,388.468440043342,339.187057596083,209.627918748751
D126_c1_14_13A1_L2,NA,388.22544914477203,436.120979786656,363.709196410245,309.402141836131
D367_c3_25_1A3_L1,NA,335.202863880175,376.504691333238,311.149881143484,238.952971356739
Syria_1992_SYT3,NA,388.812809680987,NA,559.241358158872,452.470953588924
Texas_1994_ST94TX_PB4a_1,NA,699.97700412057,647.749903886175,494.12696401631,427.762242557005
Texas_1994_ST94TX_PC2a_1,NA,369.419673275822,499.917464621063,490.203886641816,424.597880260877
Texas_1994_ST94TXPI2a_1,NA,312.258751535933,473.269616089194,373.748082981613,215.457675636709
Tunisia_2008_ST08TN_33_3_2,NA,399.34061655153,505.176877069891,675.465518661861,477.737130835953
Tunisia_2008_ST08TN_33_3_8,NA,361.941775263253,425.999634118455,349.318203586524,232.965282603026
Tunisia_2008_ST08TN_33_6_2,NA,791.752817448791,633.33429948641,620.469654031476,461.549580498336
Turkey_1992_TKA1a,NA,902.414073269681,507.85052648044,473.699872693136,401.524555787625
Turkey_1992_TKA2c,NA,296.714674476206,NA,NA,679.967594100564
United_Kingdom_1993_ST93UKJB80,NA,295.313275414084,125.293299030368,127.389239711879,96.2999107643249
United_Kingdom_1993_ST93UKSB84,NA,815.331525836247,383.760696400966,409.299189126476,223.60705592818
Uruguay_1993_STUR93_EC1b_1,NA,99.3550723126106,93.186340741237,158.980378795991,224.330927621618
Uruguay_1993_STUR93_EC3d_1,NA,461.259126366429,398.909840998327,270.938521919413,284.602289418082
